sku,category,product_name,description,msrp,wholesale_price,options
AB-MB-029,Mountain Bikes,Ridge Sport,Lightweight mountain bikes for competitive riding,6260.79,4471.99,"{""colors"": [""cr4321"", ""or8901"", ""sv3456"", ""br7654""], ""sizes"": [""S"", ""XL"", ""M"", ""XS""], ""weight"": ""32.5 lbs""}"
AB-MB-030,Mountain Bikes,Trail Master,Reliable mountain bikes for everyday use,4172.08,2980.06,"{""colors"": [""fg3456"", ""ol4567""], ""sizes"": [""M"", ""XS"", ""L""], ""weight"": ""20.5 lbs""}"
AB-MB-031,Mountain Bikes,Summit Classic,Professional-grade mountain bikes with advanced features,1239.74,885.53,"{""colors"": [""br7654"", ""yl5678"", ""bk1798"", ""or8901"", ""cr4321""], ""sizes"": [""XL"", ""M"", ""XS"", ""S""], ""weight"": ""34.9 lbs""}"
AB-MB-032,Mountain Bikes,Boulder Elite,High-quality mountain bikes for serious cyclists,1002.46,716.04,"{""colors"": [""cr4321"", ""rd7298"", ""ol4567"", ""bk1798""], ""sizes"": [""L"", ""S"", ""M"", ""XL""], ""weight"": ""24.0 lbs""}"
AB-MB-033,Mountain Bikes,Trail Pro,Professional-grade mountain bikes with advanced features,978.74,699.1,"{""colors"": [""wh9001"", ""cr4321"", ""gr5432"", ""bl4567"", ""ol4567""], ""sizes"": [""XS"", ""S"", ""L""], ""weight"": ""27.8 lbs""}"
AB-MB-034,Mountain Bikes,Terrain Pro,Lightweight mountain bikes for competitive riding,1198.27,855.91,"{""colors"": [""ti2345"", ""sv3456""], ""sizes"": [""S"", ""M"", ""XL""], ""weight"": ""15.0 lbs""}"
AB-MB-035,Mountain Bikes,Boulder Elite,High-quality mountain bikes for serious cyclists,4829.75,3449.82,"{""colors"": [""wh9001"", ""sv3456"", ""ol4567"", ""cr4321""], ""sizes"": [""L"", ""XL"", ""XS""], ""weight"": ""27.7 lbs""}"
AB-MB-036,Mountain Bikes,Boulder Sport,High-quality mountain bikes for serious cyclists,1016.99,726.42,"{""colors"": [""bl4567"", ""fg3456"", ""ti2345"", ""cr4321""], ""sizes"": [""XL"", ""M"", ""XS""], ""weight"": ""15.9 lbs""}"
AB-MB-037,Mountain Bikes,Boulder Master,Lightweight mountain bikes for competitive riding,1678.52,1198.94,"{""colors"": [""ti2345"", ""rd7298"", ""cr4321"", ""ol4567"", ""wh9001""], ""sizes"": [""XS"", ""M"", ""XL"", ""L""], ""weight"": ""30.8 lbs""}"
AB-MB-038,Mountain Bikes,Trail Sport,Reliable mountain bikes for everyday use,2344.57,1674.69,"{""colors"": [""gr5432"", ""bk1798"", ""cr4321"", ""ti2345"", ""bl4567""], ""sizes"": [""M"", ""XS"", ""XL"", ""S""], ""weight"": ""20.5 lbs""}"
AB-MB-039,Mountain Bikes,Boulder Classic,Lightweight mountain bikes for competitive riding,3924.86,2803.47,"{""colors"": [""rd7298"", ""gy6789"", ""fg3456"", ""ol4567""], ""sizes"": [""XL"", ""M"", ""XS"", ""S""], ""weight"": ""16.6 lbs""}"
AB-MB-040,Mountain Bikes,Summit Deluxe,High-quality mountain bikes for serious cyclists,2173.3,1552.36,"{""colors"": [""ti2345"", ""gr5432"", ""ol4567"", ""gy6789""], ""sizes"": [""S"", ""L"", ""XL"", ""M""], ""weight"": ""15.8 lbs""}"
AB-MB-041,Mountain Bikes,Boulder Deluxe,High-quality mountain bikes for serious cyclists,3038.91,2170.65,"{""colors"": [""ti2345"", ""br7654""], ""sizes"": [""M"", ""S"", ""XS"", ""XL""], ""weight"": ""32.0 lbs""}"
AB-MB-042,Mountain Bikes,Terrain Pro,Durable mountain bikes built for performance,1293.88,924.2,"{""colors"": [""or8901"", ""cb8901"", ""bk1798"", ""ol4567""], ""sizes"": [""L"", ""M"", ""S""], ""weight"": ""23.9 lbs""}"
AB-MB-043,Mountain Bikes,Peak Deluxe,Lightweight mountain bikes for competitive riding,1526.85,1090.61,"{""colors"": [""ti2345"", ""gr5432"", ""bl4567"", ""wh9001""], ""sizes"": [""S"", ""L"", ""M""], ""weight"": ""22.7 lbs""}"
AB-MB-044,Mountain Bikes,Peak Sport,Professional-grade mountain bikes with advanced features,2510.96,1793.54,"{""colors"": [""fg3456"", ""gy6789"", ""bl4567"", ""wh9001""], ""sizes"": [""XS"", ""L"", ""XL""], ""weight"": ""33.0 lbs""}"
AB-MB-045,Mountain Bikes,Terrain Pro,High-quality mountain bikes for serious cyclists,2479.04,1770.74,"{""colors"": [""br7654"", ""gr5432"", ""rd7298"", ""fg3456""], ""sizes"": [""M"", ""S"", ""XS""], ""weight"": ""34.7 lbs""}"
AB-MB-046,Mountain Bikes,Summit Elite,Reliable mountain bikes for everyday use,2569.67,1835.48,"{""colors"": [""gy6789"", ""cr4321"", ""sv3456"", ""rd7298""], ""sizes"": [""XS"", ""M"", ""S""], ""weight"": ""35.0 lbs""}"
AB-MB-047,Mountain Bikes,Terrain Deluxe,Reliable mountain bikes for everyday use,3973.72,2838.37,"{""colors"": [""rd7298"", ""yl5678""], ""sizes"": [""L"", ""XL"", ""M""], ""weight"": ""25.3 lbs""}"
AB-MB-048,Mountain Bikes,Summit Deluxe,Professional-grade mountain bikes with advanced features,4238.54,3027.53,"{""colors"": [""sv3456"", ""ol4567"", ""bk1798"", ""wh9001"", ""br7654""], ""sizes"": [""M"", ""S"", ""XS""], ""weight"": ""21.5 lbs""}"
AB-MB-049,Mountain Bikes,Ridge Sport,High-quality mountain bikes for serious cyclists,6035.22,4310.87,"{""colors"": [""bl4567"", ""ti2345"", ""sv3456"", ""gr5432""], ""sizes"": [""M"", ""XS"", ""XL""], ""weight"": ""27.8 lbs""}"
AB-MB-050,Mountain Bikes,Summit Elite,Reliable mountain bikes for everyday use,5596.0,3997.14,"{""colors"": [""ol4567"", ""cb8901"", ""bk1798"", ""cr4321""], ""sizes"": [""XS"", ""M"", ""L""], ""weight"": ""19.2 lbs""}"
AB-MB-051,Mountain Bikes,Alpine Deluxe,Reliable mountain bikes for everyday use,1070.26,764.47,"{""colors"": [""ti2345"", ""gr5432"", ""gy6789"", ""bl4567""], ""sizes"": [""M"", ""L"", ""XS"", ""XL""], ""weight"": ""18.2 lbs""}"
AB-MB-052,Mountain Bikes,Alpine Classic,Reliable mountain bikes for everyday use,2905.6,2075.43,"{""colors"": [""yl5678"", ""ol4567"", ""fg3456""], ""sizes"": [""M"", ""L"", ""XS"", ""S""], ""weight"": ""25.3 lbs""}"
AB-MB-053,Mountain Bikes,Peak Sport,Durable mountain bikes built for performance,1495.1,1067.93,"{""colors"": [""bl4567"", ""rd7298"", ""wh9001"", ""bk1798"", ""gr5432""], ""sizes"": [""XL"", ""L"", ""XS"", ""M""], ""weight"": ""31.3 lbs""}"
AB-MB-054,Mountain Bikes,Boulder Elite,Reliable mountain bikes for everyday use,1511.13,1079.38,"{""colors"": [""gy6789"", ""gr5432"", ""br7654"", ""bk1798"", ""wh9001""], ""sizes"": [""XL"", ""L"", ""XS"", ""M""], ""weight"": ""26.7 lbs""}"
AB-MB-055,Mountain Bikes,Trail Pro,Lightweight mountain bikes for competitive riding,2326.49,1661.78,"{""colors"": [""sv3456"", ""bk1798"", ""wh9001"", ""or8901""], ""sizes"": [""M"", ""XL"", ""S""], ""weight"": ""22.3 lbs""}"
AB-MB-056,Mountain Bikes,Alpine Pro,Durable mountain bikes built for performance,5195.78,3711.27,"{""colors"": [""wh9001"", ""or8901"", ""sv3456"", ""gy6789""], ""sizes"": [""XL"", ""XS"", ""L"", ""M""], ""weight"": ""22.9 lbs""}"
AB-MB-057,Mountain Bikes,Boulder Deluxe,Professional-grade mountain bikes with advanced features,2555.88,1825.63,"{""colors"": [""sv3456"", ""bk1798"", ""ol4567"", ""cr4321"", ""rd7298""], ""sizes"": [""L"", ""XL"", ""XS"", ""M""], ""weight"": ""21.6 lbs""}"
AB-MB-058,Mountain Bikes,Boulder Elite,Durable mountain bikes built for performance,4392.26,3137.33,"{""colors"": [""sv3456"", ""ol4567"", ""br7654"", ""cr4321""], ""sizes"": [""XL"", ""M"", ""S"", ""XS""], ""weight"": ""22.4 lbs""}"
AB-MB-059,Mountain Bikes,Peak Classic,High-quality mountain bikes for serious cyclists,4555.35,3253.82,"{""colors"": [""gr5432"", ""ti2345"", ""cr4321"", ""cb8901"", ""fg3456""], ""sizes"": [""XS"", ""L"", ""XL""], ""weight"": ""25.5 lbs""}"
AB-MB-060,Mountain Bikes,Alpine Elite,High-quality mountain bikes for serious cyclists,1275.92,911.37,"{""colors"": [""bk1798"", ""gy6789"", ""yl5678""], ""sizes"": [""S"", ""L"", ""M"", ""XS""], ""weight"": ""23.2 lbs""}"
AB-MB-061,Mountain Bikes,Terrain Master,Reliable mountain bikes for everyday use,1148.78,820.56,"{""colors"": [""sv3456"", ""yl5678"", ""ti2345""], ""sizes"": [""XL"", ""L"", ""S"", ""XS""], ""weight"": ""24.2 lbs""}"
AB-MB-062,Mountain Bikes,Boulder Deluxe,Durable mountain bikes built for performance,2486.12,1775.8,"{""colors"": [""bl4567"", ""br7654"", ""gr5432"", ""sv3456"", ""cr4321""], ""sizes"": [""M"", ""XL"", ""L""], ""weight"": ""19.1 lbs""}"
AB-MB-063,Mountain Bikes,Terrain Sport,Durable mountain bikes built for performance,3179.23,2270.88,"{""colors"": [""wh9001"", ""cb8901"", ""ti2345"", ""sv3456""], ""sizes"": [""L"", ""M"", ""XS"", ""S""], ""weight"": ""15.8 lbs""}"
AB-MB-064,Mountain Bikes,Peak Sport,Lightweight mountain bikes for competitive riding,3759.78,2685.56,"{""colors"": [""bl4567"", ""ol4567"", ""sv3456""], ""sizes"": [""XL"", ""M"", ""XS"", ""L""], ""weight"": ""27.3 lbs""}"
AB-MB-065,Mountain Bikes,Ridge Elite,Reliable mountain bikes for everyday use,1135.2,810.86,"{""colors"": [""ti2345"", ""bl4567"", ""bk1798""], ""sizes"": [""L"", ""M"", ""XL""], ""weight"": ""24.4 lbs""}"
AB-MB-066,Mountain Bikes,Summit Pro,Professional-grade mountain bikes with advanced features,6244.34,4460.24,"{""colors"": [""ti2345"", ""gy6789"", ""ol4567"", ""br7654"", ""bl4567""], ""sizes"": [""M"", ""XL"", ""L"", ""XS""], ""weight"": ""33.2 lbs""}"
AB-MB-067,Mountain Bikes,Peak Master,High-quality mountain bikes for serious cyclists,4365.2,3118.0,"{""colors"": [""or8901"", ""ol4567"", ""rd7298""], ""sizes"": [""L"", ""XL"", ""XS""], ""weight"": ""33.7 lbs""}"
AB-MB-068,Mountain Bikes,Canyon Pro,Reliable mountain bikes for everyday use,994.8,710.57,"{""colors"": [""br7654"", ""yl5678""], ""sizes"": [""L"", ""XL"", ""XS"", ""S""], ""weight"": ""20.5 lbs""}"
AB-MB-069,Mountain Bikes,Peak Sport,Durable mountain bikes built for performance,1628.48,1163.2,"{""colors"": [""bk1798"", ""fg3456"", ""yl5678""], ""sizes"": [""XL"", ""S"", ""XS"", ""L""], ""weight"": ""31.5 lbs""}"
AB-MB-070,Mountain Bikes,Boulder Pro,Professional-grade mountain bikes with advanced features,3784.9,2703.5,"{""colors"": [""gy6789"", ""yl5678"", ""bl4567""], ""sizes"": [""M"", ""L"", ""XS""], ""weight"": ""23.9 lbs""}"
AB-MB-071,Mountain Bikes,Canyon Sport,Reliable mountain bikes for everyday use,2403.73,1716.95,"{""colors"": [""gr5432"", ""ti2345""], ""sizes"": [""S"", ""XS"", ""M"", ""L""], ""weight"": ""24.3 lbs""}"
AB-MB-072,Mountain Bikes,Summit Classic,Durable mountain bikes built for performance,6106.23,4361.59,"{""colors"": [""ti2345"", ""gr5432""], ""sizes"": [""XL"", ""S"", ""XS"", ""M""], ""weight"": ""24.6 lbs""}"
AB-MB-073,Mountain Bikes,Terrain Master,Reliable mountain bikes for everyday use,4721.53,3372.52,"{""colors"": [""cr4321"", ""sv3456"", ""br7654"", ""ti2345"", ""bl4567""], ""sizes"": [""XL"", ""XS"", ""M""], ""weight"": ""23.9 lbs""}"
AB-MB-074,Mountain Bikes,Boulder Pro,Reliable mountain bikes for everyday use,4062.77,2901.98,"{""colors"": [""cb8901"", ""sv3456"", ""rd7298""], ""sizes"": [""M"", ""L"", ""XS""], ""weight"": ""28.6 lbs""}"
AB-MB-075,Mountain Bikes,Terrain Pro,High-quality mountain bikes for serious cyclists,4902.62,3501.87,"{""colors"": [""rd7298"", ""sv3456"", ""or8901"", ""gy6789"", ""cb8901""], ""sizes"": [""XL"", ""L"", ""M""], ""weight"": ""31.1 lbs""}"
AB-MB-076,Mountain Bikes,Trail Classic,Professional-grade mountain bikes with advanced features,2610.12,1864.37,"{""colors"": [""bk1798"", ""or8901""], ""sizes"": [""XS"", ""XL"", ""L"", ""S""], ""weight"": ""15.6 lbs""}"
AB-MB-077,Mountain Bikes,Alpine Elite,Lightweight mountain bikes for competitive riding,1645.98,1175.7,"{""colors"": [""br7654"", ""or8901"", ""gy6789"", ""ol4567""], ""sizes"": [""XS"", ""S"", ""M"", ""L""], ""weight"": ""17.4 lbs""}"
AB-MB-078,Mountain Bikes,Alpine Deluxe,Professional-grade mountain bikes with advanced features,1626.84,1162.03,"{""colors"": [""cr4321"", ""bk1798""], ""sizes"": [""L"", ""XL"", ""M"", ""S""], ""weight"": ""31.5 lbs""}"
AB-MB-079,Mountain Bikes,Ridge Classic,Professional-grade mountain bikes with advanced features,2026.82,1447.73,"{""colors"": [""bk1798"", ""cr4321""], ""sizes"": [""XL"", ""XS"", ""L"", ""M""], ""weight"": ""16.3 lbs""}"
AB-MB-080,Mountain Bikes,Trail Classic,High-quality mountain bikes for serious cyclists,5473.5,3909.64,"{""colors"": [""fg3456"", ""bk1798"", ""or8901""], ""sizes"": [""S"", ""XL"", ""XS"", ""M""], ""weight"": ""25.1 lbs""}"
AB-HB-001,Handlebars,Stem Elite,Reliable handlebars for everyday use,203.71,145.51,"{""colors"": [""bl4567"", ""gr5432"", ""rd7298"", ""ti2345""], ""sizes"": [""L"", ""M"", ""S""], ""weight"": ""16.2 lbs""}"
AB-HB-002,Handlebars,Grip Master,High-quality handlebars for serious cyclists,158.69,113.35,"{""colors"": [""ti2345"", ""br7654"", ""or8901"", ""sv3456""], ""sizes"": [""L"", ""XL"", ""XS"", ""S""], ""weight"": ""22.5 lbs""}"
AB-HB-003,Handlebars,Bar Elite,Professional-grade handlebars with advanced features,62.73,44.81,"{""colors"": [""br7654"", ""bk1798"", ""sv3456"", ""or8901"", ""fg3456""], ""sizes"": [""L"", ""S"", ""XL""], ""weight"": ""19.1 lbs""}"
AB-HB-004,Handlebars,Handlebar Classic,Professional-grade handlebars with advanced features,87.63,62.59,"{""colors"": [""gr5432"", ""or8901""], ""sizes"": [""XS"", ""S"", ""M""], ""weight"": ""29.5 lbs""}"
AB-HB-005,Handlebars,Grip Classic,Durable handlebars built for performance,75.47,53.91,"{""colors"": [""br7654"", ""bk1798"", ""bl4567"", ""cr4321""], ""sizes"": [""L"", ""S"", ""M""], ""weight"": ""27.1 lbs""}"
AB-HB-006,Handlebars,Grip Classic,Durable handlebars built for performance,68.36,48.83,"{""colors"": [""gy6789"", ""sv3456"", ""ti2345"", ""yl5678"", ""gr5432""], ""sizes"": [""M"", ""L"", ""S"", ""XS""], ""weight"": ""31.1 lbs""}"
AB-HB-007,Handlebars,Bar Sport,Lightweight handlebars for competitive riding,64.3,45.93,"{""colors"": [""cb8901"", ""ol4567""], ""sizes"": [""S"", ""XS"", ""XL""], ""weight"": ""26.1 lbs""}"
AB-HB-008,Handlebars,Bar Sport,Professional-grade handlebars with advanced features,60.4,43.14,"{""colors"": [""cb8901"", ""ol4567"", ""bl4567"", ""gy6789"", ""sv3456""], ""sizes"": [""M"", ""L"", ""XL"", ""S""], ""weight"": ""24.2 lbs""}"
AB-HB-009,Handlebars,Stem Elite,Lightweight handlebars for competitive riding,72.14,51.53,"{""colors"": [""br7654"", ""sv3456"", ""ti2345""], ""sizes"": [""XL"", ""XS"", ""L""], ""weight"": ""33.9 lbs""}"
AB-HB-010,Handlebars,Handlebar Pro,Professional-grade handlebars with advanced features,123.55,88.25,"{""colors"": [""fg3456"", ""rd7298""], ""sizes"": [""S"", ""L"", ""XL""], ""weight"": ""16.2 lbs""}"
AB-HB-011,Handlebars,Bar Master,Reliable handlebars for everyday use,113.32,80.94,"{""colors"": [""bk1798"", ""br7654"", ""sv3456"", ""fg3456"", ""gr5432""], ""sizes"": [""XS"", ""L"", ""XL"", ""M""], ""weight"": ""33.4 lbs""}"
AB-HB-012,Handlebars,Grip Elite,Durable handlebars built for performance,69.89,49.92,"{""colors"": [""gr5432"", ""cr4321"", ""or8901"", ""wh9001""], ""sizes"": [""L"", ""XL"", ""M"", ""XS""], ""weight"": ""34.8 lbs""}"
AB-HB-013,Handlebars,Grip Sport,High-quality handlebars for serious cyclists,50.18,35.84,"{""colors"": [""or8901"", ""br7654""], ""sizes"": [""XL"", ""L"", ""XS"", ""M""], ""weight"": ""29.1 lbs""}"
AB-HB-014,Handlebars,Handlebar Classic,Durable handlebars built for performance,166.17,118.69,"{""colors"": [""br7654"", ""sv3456""], ""sizes"": [""S"", ""XL"", ""M""], ""weight"": ""32.8 lbs""}"
AB-HB-015,Handlebars,Bar Sport,Durable handlebars built for performance,54.73,39.09,"{""colors"": [""rd7298"", ""ol4567""], ""sizes"": [""XS"", ""S"", ""M"", ""XL""], ""weight"": ""30.0 lbs""}"
AB-HB-016,Handlebars,Bar Pro,Professional-grade handlebars with advanced features,90.37,64.55,"{""colors"": [""ti2345"", ""sv3456"", ""yl5678"", ""or8901"", ""rd7298""], ""sizes"": [""XL"", ""M"", ""XS""], ""weight"": ""17.0 lbs""}"
AB-HB-017,Handlebars,Grip Pro,Reliable handlebars for everyday use,107.72,76.94,"{""colors"": [""cr4321"", ""yl5678"", ""bk1798"", ""ti2345"", ""gr5432""], ""sizes"": [""L"", ""S"", ""XL"", ""M""], ""weight"": ""23.6 lbs""}"
AB-HB-018,Handlebars,Bar Pro,Professional-grade handlebars with advanced features,201.08,143.63,"{""colors"": [""wh9001"", ""gr5432""], ""sizes"": [""L"", ""S"", ""M""], ""weight"": ""22.8 lbs""}"
AB-HB-019,Handlebars,Stem Pro,Durable handlebars built for performance,39.28,28.06,"{""colors"": [""yl5678"", ""cr4321"", ""gr5432"", ""wh9001"", ""rd7298""], ""sizes"": [""S"", ""L"", ""XL""], ""weight"": ""26.1 lbs""}"
AB-HB-020,Handlebars,Bar Pro,Reliable handlebars for everyday use,40.71,29.08,"{""colors"": [""cb8901"", ""br7654""], ""sizes"": [""L"", ""XS"", ""S"", ""M""], ""weight"": ""22.8 lbs""}"
AB-HB-021,Handlebars,Handlebar Master,Professional-grade handlebars with advanced features,269.39,192.42,"{""colors"": [""ti2345"", ""or8901"", ""rd7298""], ""sizes"": [""M"", ""XL"", ""S""], ""weight"": ""24.9 lbs""}"
AB-HB-022,Handlebars,Handlebar Elite,Durable handlebars built for performance,135.18,96.56,"{""colors"": [""cr4321"", ""wh9001"", ""yl5678"", ""gr5432"", ""bl4567""], ""sizes"": [""XL"", ""S"", ""L"", ""XS""], ""weight"": ""17.7 lbs""}"
AB-HB-023,Handlebars,Handlebar Classic,Lightweight handlebars for competitive riding,117.0,83.57,"{""colors"": [""gy6789"", ""yl5678"", ""or8901"", ""ti2345""], ""sizes"": [""M"", ""XL"", ""L""], ""weight"": ""33.9 lbs""}"
AB-HB-024,Handlebars,Grip Classic,Lightweight handlebars for competitive riding,90.96,64.97,"{""colors"": [""gr5432"", ""fg3456"", ""ol4567"", ""ti2345""], ""sizes"": [""XL"", ""S"", ""L"", ""M""], ""weight"": ""20.6 lbs""}"
AB-HB-025,Handlebars,Bar Sport,Professional-grade handlebars with advanced features,54.85,39.18,"{""colors"": [""ti2345"", ""cr4321"", ""sv3456""], ""sizes"": [""L"", ""S"", ""XL""], ""weight"": ""31.0 lbs""}"
AB-HB-026,Handlebars,Handlebar Classic,Durable handlebars built for performance,123.69,88.35,"{""colors"": [""gr5432"", ""ti2345"", ""rd7298""], ""sizes"": [""L"", ""XS"", ""S"", ""M""], ""weight"": ""26.6 lbs""}"
AB-HB-027,Handlebars,Bar Deluxe,Durable handlebars built for performance,52.49,37.49,"{""colors"": [""wh9001"", ""cr4321""], ""sizes"": [""M"", ""S"", ""XL""], ""weight"": ""27.3 lbs""}"
AB-HB-028,Handlebars,Bar Sport,High-quality handlebars for serious cyclists,120.9,86.36,"{""colors"": [""bl4567"", ""sv3456"", ""fg3456"", ""ol4567""], ""sizes"": [""L"", ""M"", ""S""], ""weight"": ""24.3 lbs""}"
AB-HB-029,Handlebars,Grip Sport,Durable handlebars built for performance,47.31,33.79,"{""colors"": [""br7654"", ""wh9001"", ""ol4567"", ""fg3456"", ""rd7298""], ""sizes"": [""M"", ""XL"", ""S"", ""XS""], ""weight"": ""25.4 lbs""}"
AB-HB-030,Handlebars,Stem Classic,Lightweight handlebars for competitive riding,46.56,33.26,"{""colors"": [""wh9001"", ""gr5432"", ""bk1798"", ""fg3456""], ""sizes"": [""XS"", ""M"", ""L""], ""weight"": ""17.2 lbs""}"
AB-HB-031,Handlebars,Grip Master,Reliable handlebars for everyday use,67.56,48.26,"{""colors"": [""yl5678"", ""sv3456"", ""or8901""], ""sizes"": [""S"", ""L"", ""M"", ""XS""], ""weight"": ""18.7 lbs""}"
AB-HB-032,Handlebars,Bar Classic,Professional-grade handlebars with advanced features,51.59,36.85,"{""colors"": [""cb8901"", ""or8901"", ""ol4567"", ""bk1798"", ""bl4567""], ""sizes"": [""M"", ""XS"", ""XL""], ""weight"": ""17.0 lbs""}"
AB-HB-033,Handlebars,Grip Sport,High-quality handlebars for serious cyclists,91.73,65.52,"{""colors"": [""ti2345"", ""ol4567"", ""gy6789"", ""sv3456""], ""sizes"": [""XL"", ""L"", ""M"", ""S""], ""weight"": ""26.7 lbs""}"
AB-HB-034,Handlebars,Stem Sport,Durable handlebars built for performance,163.86,117.04,"{""colors"": [""ti2345"", ""rd7298""], ""sizes"": [""XS"", ""S"", ""L"", ""XL""], ""weight"": ""18.7 lbs""}"
AB-HB-035,Handlebars,Grip Deluxe,Professional-grade handlebars with advanced features,147.13,105.09,"{""colors"": [""or8901"", ""rd7298"", ""gy6789"", ""ti2345"", ""sv3456""], ""sizes"": [""XL"", ""S"", ""L""], ""weight"": ""20.8 lbs""}"
AB-HB-036,Handlebars,Grip Sport,Durable handlebars built for performance,164.02,117.16,"{""colors"": [""gy6789"", ""rd7298""], ""sizes"": [""L"", ""XL"", ""S""], ""weight"": ""28.7 lbs""}"
AB-HB-037,Handlebars,Bar Master,High-quality handlebars for serious cyclists,153.05,109.32,"{""colors"": [""cr4321"", ""br7654""], ""sizes"": [""M"", ""XS"", ""S""], ""weight"": ""19.5 lbs""}"
AB-HB-038,Handlebars,Stem Elite,Lightweight handlebars for competitive riding,159.52,113.94,"{""colors"": [""cb8901"", ""wh9001""], ""sizes"": [""XL"", ""M"", ""L"", ""XS""], ""weight"": ""30.2 lbs""}"
AB-HB-039,Handlebars,Bar Deluxe,High-quality handlebars for serious cyclists,78.18,55.84,"{""colors"": [""gr5432"", ""ol4567"", ""bk1798""], ""sizes"": [""M"", ""XL"", ""XS"", ""S""], ""weight"": ""32.3 lbs""}"
AB-HB-040,Handlebars,Handlebar Elite,Reliable handlebars for everyday use,74.16,52.97,"{""colors"": [""ol4567"", ""fg3456"", ""cb8901"", ""ti2345""], ""sizes"": [""S"", ""XL"", ""XS"", ""M""], ""weight"": ""31.1 lbs""}"
AB-HB-041,Handlebars,Stem Deluxe,Professional-grade handlebars with advanced features,107.39,76.71,"{""colors"": [""fg3456"", ""gr5432"", ""ol4567"", ""cb8901""], ""sizes"": [""XL"", ""XS"", ""L"", ""S""], ""weight"": ""33.4 lbs""}"
AB-HB-042,Handlebars,Stem Master,Professional-grade handlebars with advanced features,71.71,51.22,"{""colors"": [""rd7298"", ""fg3456"", ""yl5678""], ""sizes"": [""L"", ""XL"", ""XS""], ""weight"": ""26.5 lbs""}"
AB-HB-043,Handlebars,Stem Master,High-quality handlebars for serious cyclists,143.51,102.51,"{""colors"": [""or8901"", ""sv3456""], ""sizes"": [""M"", ""L"", ""S"", ""XL""], ""weight"": ""26.6 lbs""}"
